direccion|precio_uf|metros_cuadrados|dormitorios|banios|estaciones_de_metro_tmin|estaciones_de_metro_tmax|estaciones_de_metro_tavg|estaciones_de_metro_dmin|estaciones_de_metro_dmax|estaciones_de_metro_davg|paraderos_tmin|paraderos_tmax|paraderos_tavg|paraderos_dmin|paraderos_dmax|paraderos_davg|jardines_infantiles_tmin|jardines_infantiles_tmax|jardines_infantiles_tavg|jardines_infantiles_dmin|jardines_infantiles_dmax|jardines_infantiles_davg|colegios_tmin|colegios_tmax|colegios_tavg|colegios_dmin|colegios_dmax|colegios_davg|universidades_tmin|universidades_tmax|universidades_tavg|universidades_dmin|universidades_dmax|universidades_davg|plazas_tmin|plazas_tmax|plazas_tavg|plazas_dmin|plazas_dmax|plazas_davg|supermercados_tmin|supermercados_tmax|supermercados_tavg|supermercados_dmin|supermercados_dmax|supermercados_davg|farmacias_tmin|farmacias_tmax|farmacias_tavg|farmacias_dmin|farmacias_dmax|farmacias_davg|centros_comerciales_tmin|centros_comerciales_tmax|centros_comerciales_tavg|centros_comerciales_dmin|centros_comerciales_dmax|centros_comerciales_davg|clinicas_tmin|clinicas_tmax|clinicas_tavg|clinicas_dmin|clinicas_dmax|clinicas_davg|hospitales_tmin|hospitales_tmax|hospitales_tavg|hospitales_dmin|hospitales_dmax|hospitales_davg
Aldunate 1064, Santiago, Chile, Parque Almagro, Santiago, RM (Metropolitana)|1710|33|1|1|4.0|4.0|4.0|340.0|340.0|340.0|2.0|3.0|2.2|132.0|220.0|178.0|6.0|12.0|8.5|488.0|924.0|667.0|3.0|9.0|6.6|229.0|696.0|503.4|12.0|13.0|12.5|927.0|999.0|969.0|2.0|10.0|6.4|194.0|796.0|509.0|9.0|10.0|9.8|711.0|812.0|775.8|3.0|12.0|8.6|215.0|909.0|654.0|||||||8.0|8.0|8.0|591.0|591.0|591.0||||||
Mencia De Los Nidos, Parque Almagro, Santiago, RM (Metropolitana)|2956|69|3|2|12.0|12.0|12.0|912.0|935.0|923.5|0.0|4.0|2.2|19.0|286.0|175.2|4.0|10.0|8.4|287.0|771.0|645.0|7.0|10.0|8.4|580.0|800.0|660.0|4.0|10.0|6.8|341.0|805.0|550.8|2.0|9.0|6.0|148.0|737.0|489.2|4.0|7.0|5.2|310.0|546.0|406.5|0.0|4.0|3.0|5.0|310.0|231.0|||||||4.0|11.0|7.2|288.0|851.0|556.8||||||
Erasmo Escala, Barrio Yungay, Santiago, RM (Metropolitana)|2600|46|1|1|10.0|12.0|11.0|751.0|953.0|857.2|2.0|4.0|3.2|161.0|345.0|257.4|7.0|12.0|10.0|524.0|946.0|777.3|4.0|5.0|4.2|296.0|409.0|334.4|10.0|11.0|10.5|804.0|837.0|820.5|5.0|9.0|7.8|411.0|671.0|587.2|4.0|12.0|8.0|341.0|965.0|653.0|8.0|9.0|8.4|621.0|727.0|663.6|6.0|12.0|9.2|480.0|957.0|741.6|11.0|11.0|11.0|838.0|838.0|838.0|7.0|7.0|7.0|526.0|526.0|526.0
Edificio Carrera Iii - Constructora Almagro, Ejército - Toesca, Santiago, RM (Metropolitana)|3200|40|1|1|9.0|12.0|10.5|699.0|943.0|821.0|2.0|3.0|2.2|180.0|218.0|194.5|3.0|5.0|4.0|223.0|371.0|306.8|3.0|10.0|7.2|243.0|805.0|582.0|2.0|6.0|3.6|144.0|452.0|271.0|3.0|9.0|6.6|206.0|688.0|494.4|6.0|12.0|9.2|473.0|953.0|713.5|4.0|10.0|7.5|301.0|778.0|581.2|||||||11.0|11.0|11.0|821.0|875.0|848.0||||||
|1990|0|0|0|||||||2.0|5.0|2.8|165.0|416.0|229.6|4.0|12.0|8.8|281.0|916.0|667.8|3.0|9.0|7.0|242.0|726.0|562.2|||||||10.0|11.0|10.5|766.0|893.0|829.5|5.0|11.0|7.5|391.0|833.0|574.5|5.0|8.0|6.7|424.0|612.0|537.0||||||||||||||||||
Maturana / Moneda, Barrio Brasil, Santiago, RM (Metropolitana)|2419|47|2|1|7.0|8.0|7.5|552.0|608.0|580.0|2.0|7.0|4.4|121.0|530.0|329.2|3.0|8.0|5.4|233.0|638.0|419.4|3.0|5.0|4.0|217.0|416.0|326.6|5.0|8.0|7.2|389.0|643.0|562.2|5.0|8.0|7.0|425.0|623.0|538.6|5.0|10.0|7.3|356.0|801.0|573.7|2.0|6.0|4.0|150.0|504.0|316.6||||||||||||||||||
Departamento En Santiago, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|2890|49|2|1|3.0|10.0|7.2|230.0|772.0|566.8|0.0|3.0|1.7|28.0|260.0|147.3|8.0|12.0|10.8|595.0|917.0|826.5|4.0|13.0|9.2|345.0|983.0|729.6|3.0|10.0|7.0|233.0|811.0|553.0|7.0|10.0|7.6|512.0|751.0|573.8|0.0|9.0|4.8|29.0|716.0|372.6|0.0|5.0|2.3|22.0|356.0|181.3|7.0|9.0|7.6|511.0|677.0|584.6|5.0|11.0|8.6|359.0|878.0|664.4|12.0|12.0|12.0|918.0|918.0|918.0
Rosas 1444, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|3031|34|1|1|6.0|11.0|8.7|470.0|833.0|677.3|2.0|3.0|2.3|168.0|265.0|209.0|9.0|10.0|9.5|686.0|810.0|743.5|5.0|8.0|6.6|424.0|661.0|520.8|8.0|13.0|10.2|600.0|979.0|776.8|3.0|5.0|4.0|225.0|400.0|312.6|7.0|10.0|8.4|540.0|805.0|660.8|2.0|6.0|4.8|166.0|484.0|378.2|8.0|12.0|10.0|654.0|961.0|805.8|7.0|12.0|9.7|552.0|956.0|771.7||||||
Parque Forestal, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|6500|100|2|2|5.0|12.0|8.8|362.0|931.0|672.0|2.0|3.0|2.2|121.0|253.0|179.4|10.0|10.0|10.0|763.0|763.0|763.0|2.0|13.0|9.6|128.0|992.0|738.2|3.0|8.0|5.2|221.0|588.0|389.8|5.0|12.0|9.0|362.0|902.0|684.8|4.0|6.0|5.2|284.0|476.0|394.2|4.0|6.0|5.2|275.0|501.0|402.4|4.0|11.0|7.6|326.0|869.0|593.4|6.0|10.0|8.2|447.0|790.0|632.8|13.0|13.0|13.0|992.0|992.0|992.0
Coquimbo, 1 - 300, Barrio Diez de Julio, Santiago, RM (Metropolitana)|1900|37|2|1|6.0|12.0|9.0|458.0|905.0|681.5|2.0|4.0|3.0|139.0|275.0|233.5|11.0|11.0|11.0|834.0|894.0|864.0|2.0|6.0|3.8|194.0|440.0|294.0|||||||6.0|9.0|6.8|466.0|726.0|535.6|6.0|9.0|8.0|463.0|730.0|633.4|3.0|4.0|3.8|260.0|333.0|299.4|||||||8.0|13.0|10.5|619.0|992.0|805.5||||||
Tarapaca 752, Bulnes, Santiago, RM (Metropolitana)|3390|60|3|2|8.0|12.0|10.0|631.0|905.0|773.7|2.0|3.0|2.8|143.0|261.0|224.0|0.0|6.0|4.0|27.0|471.0|305.6|3.0|7.0|5.0|272.0|545.0|393.8|6.0|13.0|9.4|460.0|990.0|722.4|2.0|8.0|5.6|146.0|643.0|446.0|3.0|7.0|5.2|273.0|549.0|418.2|3.0|4.0|3.8|216.0|337.0|297.6|7.0|12.0|9.8|569.0|951.0|772.4|8.0|12.0|10.4|637.0|935.0|816.2|3.0|12.0|8.0|215.0|946.0|623.3
Lord Cochrane, Santiago, Chile, Parque O'Higgins, Santiago, RM (Metropolitana)|1700|30|1|1|6.0|6.0|6.0|455.0|455.0|455.0|2.0|4.0|3.2|127.0|350.0|254.4|3.0|11.0|8.0|196.0|850.0|619.4|3.0|7.0|5.6|237.0|569.0|454.0|||||||5.0|12.0|8.6|363.0|961.0|659.4|6.0|12.0|9.3|503.0|913.0|725.7|4.0|12.0|8.2|348.0|955.0|642.8|||||||9.0|9.0|9.0|718.0|718.0|718.0||||||
Avenida Portugal 810, Santiago, Chile, Barrio Diez de Julio, Santiago, RM (Metropolitana)|2820|65|2|2|10.0|12.0|11.0|804.0|971.0|887.5|0.0|2.0|1.5|38.0|186.0|138.2|8.0|8.0|8.0|593.0|593.0|593.0|6.0|7.0|6.6|465.0|584.0|535.0|10.0|10.0|10.0|791.0|791.0|791.0|8.0|11.0|9.8|636.0|894.0|774.6|4.0|13.0|7.6|282.0|983.0|602.6|4.0|7.0|5.8|318.0|572.0|449.4|||||||7.0|13.0|10.5|547.0|983.0|814.2||||||
Arturo Prat / Eleuterio Ramirez, San Diego, Santiago, RM (Metropolitana)|3650|56|2|2|5.0|13.0|9.0|403.0|982.0|685.3|3.0|5.0|3.8|233.0|428.0|311.6|3.0|10.0|7.0|241.0|748.0|536.6|7.0|9.0|7.6|521.0|697.0|599.0|8.0|9.0|8.4|610.0|686.0|643.0|4.0|8.0|6.6|287.0|647.0|516.8|3.0|7.0|4.6|246.0|566.0|358.0|3.0|4.0|3.4|225.0|329.0|265.8|6.0|12.0|8.7|435.0|911.0|664.0|4.0|13.0|8.8|341.0|976.0|694.8|9.0|9.0|9.0|683.0|683.0|683.0
Depto Con 2d+1b+ Terraza, Estac. Y Bodega. A Pasos Del Metro, Bogotá - Sierra Bella, Santiago, RM (Metropolitana)|2800|60|2|1|4.0|4.0|4.0|339.0|339.0|339.0|2.0|3.0|2.4|164.0|223.0|185.8|8.0|12.0|10.0|634.0|965.0|797.0|4.0|5.0|4.2|298.0|364.0|321.2|||||||4.0|13.0|9.8|348.0|981.0|756.5|9.0|12.0|10.5|669.0|924.0|796.5|4.0|11.0|8.2|327.0|876.0|649.8|||||||3.0|8.0|5.5|198.0|619.0|420.0|9.0|9.0|9.0|685.0|685.0|685.0
Parque O'Higgins, Santiago, RM (Metropolitana)|1950|32|1|1|||||||2.0|4.0|3.0|158.0|274.0|226.8|3.0|8.0|5.4|218.0|655.0|420.0|3.0|7.0|4.2|234.0|515.0|335.0|||||||6.0|7.0|6.5|439.0|545.0|492.0|6.0|11.0|9.0|486.0|888.0|714.7|10.0|12.0|11.0|749.0|962.0|865.4|11.0|11.0|11.0|847.0|847.0|847.0|7.0|7.0|7.0|528.0|528.0|528.0|6.0|6.0|6.0|431.0|431.0|431.0
Departamento En Venta 1 Dormitorio 1 Baño, Tarapaca Esquina Serrano, Bulnes, Santiago, RM (Metropolitana)|1900|35|1|1|7.0|11.0|9.5|531.0|860.0|724.5|2.0|4.0|3.4|180.0|348.0|283.6|2.0|7.0|5.0|191.0|538.0|382.4|4.0|8.0|6.0|324.0|642.0|468.2|6.0|11.0|9.4|498.0|886.0|743.4|5.0|8.0|6.4|355.0|593.0|494.4|3.0|6.0|4.2|238.0|446.0|320.8|0.0|4.0|2.2|29.0|285.0|171.2|4.0|10.0|8.2|315.0|807.0|642.2|8.0|11.0|9.4|601.0|888.0|731.4|6.0|12.0|9.0|469.0|962.0|715.5
Huérfanos 1919, Santiago, Chile, Barrio Brasil, Santiago, RM (Metropolitana)|2992|0|1|2|8.0|8.0|8.0|599.0|619.0|609.0|3.0|5.0|4.2|262.0|384.0|330.6|5.0|7.0|6.2|385.0|526.0|472.6|2.0|4.0|3.2|176.0|348.0|259.4|4.0|9.0|7.2|319.0|732.0|567.0|2.0|9.0|5.2|129.0|706.0|411.0|6.0|13.0|8.4|495.0|997.0|657.2|4.0|7.0|6.0|296.0|526.0|460.2||||||||||||||||||
|0|0|0|0||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Santa Elena 1722, Santiago, Chile, Bogotá - Sierra Bella, Santiago, RM (Metropolitana)|3150|65|3|2|6.0|6.0|6.0|436.0|436.0|436.0|2.0|4.0|2.8|124.0|338.0|217.8|11.0|11.0|11.0|868.0|868.0|868.0|6.0|12.0|9.3|439.0|975.0|733.3|||||||7.0|9.0|8.0|551.0|712.0|620.0|4.0|4.0|4.0|324.0|324.0|324.0|12.0|12.0|12.0|934.0|934.0|934.0||||||||||||||||||
Av Matta / Santa Elena, Barrio Diez de Julio, Santiago, RM (Metropolitana)|2590|36|1|1|4.0|4.0|4.0|322.0|322.0|322.0|2.0|2.0|2.0|134.0|181.0|155.7|||||||2.0|3.0|2.8|149.0|259.0|226.4|12.0|12.0|12.0|904.0|904.0|904.0|3.0|11.0|7.2|256.0|896.0|573.4|5.0|12.0|8.6|407.0|957.0|682.6|5.0|7.0|5.5|384.0|532.0|426.8|||||||4.0|10.0|7.7|351.0|797.0|625.3||||||
Arturo Prat, San Diego, Santiago, RM (Metropolitana)|3226|55|2|2|3.0|11.0|7.0|238.0|822.0|530.0|2.0|4.0|3.4|141.0|334.0|253.8|2.0|9.0|7.2|128.0|703.0|554.0|8.0|10.0|9.2|656.0|760.0|709.6|6.0|11.0|7.8|489.0|860.0|625.2|2.0|8.0|5.8|156.0|659.0|465.8|2.0|9.0|5.6|154.0|689.0|430.0|2.0|5.0|4.0|164.0|390.0|313.6|7.0|10.0|8.5|562.0|775.0|668.5|5.0|12.0|9.2|419.0|928.0|718.6|11.0|11.0|11.0|858.0|858.0|858.0
San Isidro Con Santa Isabel, Santa Isabel, Santiago, RM (Metropolitana)|3300|1|2|2|10.0|10.0|10.0|776.0|776.0|776.0|2.0|5.0|3.4|171.0|420.0|268.8|7.0|8.0|7.8|570.0|656.0|620.2|4.0|9.0|6.4|295.0|732.0|506.2|6.0|12.0|8.8|452.0|964.0|688.5|3.0|5.0|4.2|267.0|419.0|340.5|7.0|12.0|10.2|558.0|915.0|795.6|6.0|11.0|8.4|438.0|837.0|654.2|||||||9.0|12.0|11.0|726.0|940.0|858.3|6.0|12.0|9.0|460.0|954.0|707.0
(fnb) Lord Cochrane Esquina Condór, Parque Almagro, Santiago, RM (Metropolitana)|2790|34|1|1|7.0|9.0|8.3|543.0|695.0|637.7|0.0|4.0|2.4|14.0|319.0|206.4|4.0|9.0|6.2|290.0|707.0|481.8|3.0|5.0|4.2|216.0|384.0|327.2|5.0|5.0|5.0|390.0|394.0|392.0|5.0|8.0|6.8|406.0|626.0|536.6|6.0|8.0|6.6|467.0|588.0|521.2|4.0|6.0|5.4|341.0|502.0|440.2|8.0|9.0|8.5|613.0|681.0|647.0|3.0|10.0|7.6|220.0|769.0|589.0||||||
San Isidro 234, Santiago, Chile, Santa Isabel, Santiago, RM (Metropolitana)|1800|30|1|1|9.0|12.0|10.5|703.0|962.0|832.5|0.0|4.0|2.6|19.0|326.0|209.0|3.0|6.0|4.4|216.0|460.0|319.6|2.0|7.0|3.4|120.0|568.0|272.6|3.0|11.0|7.2|217.0|881.0|577.8|3.0|8.0|5.8|265.0|598.0|456.2|0.0|10.0|6.4|35.0|742.0|506.6|4.0|7.0|5.6|306.0|528.0|429.4|9.0|10.0|9.5|733.0|811.0|772.0|6.0|12.0|9.0|453.0|948.0|704.8|6.0|10.0|8.0|466.0|753.0|609.5
José Miguel Carrera 300 - 600, Santiago, Chile, Ejército - Toesca, Santiago, RM (Metropolitana)|2350|37|1|1|7.0|7.0|7.0|567.0|567.0|567.0|3.0|5.0|3.6|237.0|362.0|279.6|2.0|5.0|3.2|154.0|358.0|241.8|4.0|7.0|5.0|282.0|544.0|382.0|4.0|6.0|5.2|335.0|506.0|420.6|6.0|7.0|6.6|471.0|577.0|528.0|3.0|9.0|5.5|257.0|737.0|441.5|3.0|11.0|6.5|257.0|834.0|496.5|||||||6.0|7.0|6.5|490.0|554.0|522.0||||||
Huérfanos 1500 - 1800, Santiago, Chile, Barrio Brasil, Santiago, RM (Metropolitana)|3494|70|3|2|5.0|11.0|9.0|358.0|894.0|714.7|2.0|3.0|2.8|132.0|252.0|210.5|4.0|9.0|6.8|350.0|685.0|539.4|4.0|7.0|5.6|330.0|572.0|448.0|3.0|8.0|6.6|224.0|629.0|514.6|2.0|6.0|4.2|146.0|432.0|317.6|5.0|11.0|8.4|392.0|895.0|651.6|4.0|7.0|5.4|279.0|510.0|416.8|10.0|13.0|11.5|792.0|990.0|891.0|10.0|11.0|10.7|755.0|841.0|809.7||||||
Vicuña Mackenna / Ñuble, Bogotá - Sierra Bella, Santiago, RM (Metropolitana)|1890|38|2|1|6.0|6.0|6.0|436.0|436.0|436.0|2.0|4.0|2.8|124.0|338.0|217.8|11.0|11.0|11.0|868.0|868.0|868.0|6.0|12.0|9.3|439.0|975.0|733.3|||||||7.0|9.0|8.0|551.0|712.0|620.0|4.0|4.0|4.0|324.0|324.0|324.0|12.0|12.0|12.0|934.0|934.0|934.0||||||||||||||||||
Manuel Rodríguez Con Moneda, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|1940|39|1|1|7.0|13.0|9.2|555.0|983.0|715.8|3.0|4.0|3.5|232.0|333.0|273.0|4.0|11.0|8.0|292.0|851.0|623.0|4.0|6.0|5.0|297.0|492.0|386.6|4.0|5.0|4.8|303.0|415.0|380.4|3.0|6.0|5.2|223.0|456.0|400.0|5.0|10.0|7.2|422.0|770.0|572.4|2.0|6.0|4.8|186.0|443.0|363.0|12.0|12.0|12.0|930.0|950.0|940.0|5.0|11.0|8.2|425.0|863.0|660.2||||||
Nataniel Cox/santiago, Parque O'Higgins, Santiago, RM (Metropolitana)|1850|38|1|1|10.0|10.0|10.0|786.0|786.0|786.0|2.0|5.0|4.0|159.0|416.0|318.2|2.0|10.0|8.0|137.0|802.0|615.4|3.0|8.0|6.2|265.0|640.0|490.6|||||||8.0|11.0|9.8|630.0|875.0|763.0|2.0|12.0|8.0|172.0|952.0|634.0|3.0|12.0|8.4|268.0|943.0|657.6|||||||11.0|13.0|12.0|821.0|998.0|909.5||||||
Avenida Presidente Balmaceda 2088, Santiago, Chile, Parque Los Reyes, Santiago, RM (Metropolitana)|3590|80|3|2|||||||3.0|5.0|4.0|202.0|399.0|298.2|3.0|12.0|7.8|228.0|956.0|599.6|6.0|9.0|7.4|497.0|717.0|587.6|10.0|10.0|10.0|787.0|787.0|787.0|4.0|11.0|8.4|329.0|842.0|649.0|11.0|11.0|11.0|894.0|894.0|894.0|6.0|10.0|8.0|501.0|751.0|638.3||||||||||||||||||
Mac-iver/ Moneda, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|1801|43|1|1|3.0|11.0|8.4|266.0|846.0|654.6|0.0|2.0|1.5|33.0|188.0|144.5|5.0|8.0|6.8|354.0|640.0|515.8|2.0|9.0|6.4|176.0|736.0|513.4|5.0|9.0|8.0|426.0|739.0|644.0|3.0|10.0|7.0|237.0|799.0|538.6|4.0|7.0|6.0|281.0|547.0|460.8|2.0|3.0|2.7|128.0|271.0|205.7|5.0|6.0|5.5|352.0|507.0|414.0|6.0|9.0|7.2|435.0|667.0|539.2|9.0|13.0|10.3|679.0|994.0|798.3
Metro Santa Ana, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|3100|49|2|2|7.0|11.0|9.0|516.0|845.0|695.8|2.0|4.0|3.0|168.0|297.0|248.0|4.0|10.0|7.6|339.0|775.0|603.2|2.0|9.0|5.4|184.0|739.0|430.8|8.0|12.0|10.2|607.0|936.0|799.4|4.0|6.0|5.2|293.0|488.0|419.2|5.0|8.0|6.5|402.0|641.0|517.2|3.0|3.0|3.0|252.0|256.0|253.7|5.0|9.0|7.6|393.0|737.0|604.8|5.0|10.0|8.0|418.0|803.0|631.2||||||
Avenida Vicuña Mackenna 881, Santiago, Chile, Barrio Diez de Julio, Santiago, RM (Metropolitana)|1580|30|1|1|5.0|11.0|8.0|413.0|859.0|636.0|2.0|3.0|2.8|123.0|233.0|202.8|10.0|12.0|11.0|788.0|940.0|864.0|2.0|6.0|3.4|148.0|489.0|270.2|||||||5.0|9.0|6.2|420.0|680.0|490.0|7.0|10.0|8.2|509.0|775.0|642.6|3.0|5.0|3.4|214.0|379.0|271.8|||||||9.0|9.0|9.0|665.0|665.0|665.0||||||
Barrio República, Santiago, RM (Metropolitana)|3226|49|2|2|4.0|6.0|5.0|277.0|448.0|362.5|3.0|3.0|3.0|201.0|257.0|218.8|8.0|12.0|9.6|591.0|945.0|758.8|2.0|5.0|4.0|186.0|421.0|318.8|5.0|7.0|6.2|408.0|575.0|493.4|5.0|6.0|5.2|376.0|505.0|404.6|9.0|10.0|9.3|703.0|804.0|747.3|4.0|9.0|6.2|289.0|739.0|481.6|7.0|12.0|10.0|548.0|973.0|784.6|9.0|9.0|9.0|674.0|674.0|674.0||||||
Avenida Brasil 600 - 900, Santiago, Chile, Parque Los Reyes, Santiago, RM (Metropolitana)|1658|31|1|1|12.0|12.0|12.0|919.0|943.0|931.0|2.0|4.0|2.8|136.0|333.0|223.0|4.0|9.0|6.4|308.0|684.0|494.8|3.0|6.0|4.6|224.0|430.0|332.8|4.0|11.0|7.5|311.0|854.0|582.5|3.0|11.0|5.4|266.0|832.0|438.4|8.0|9.0|8.5|646.0|686.0|666.0|3.0|12.0|7.4|245.0|906.0|580.4||||||||||||||||||
Venta Departamento 2 Dormitorios, Metro Santa Ana, Santiago, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|2400|49|2|1|5.0|12.0|9.3|380.0|928.0|710.7|0.0|3.0|1.7|38.0|211.0|124.0|2.0|9.0|7.0|145.0|719.0|551.4|4.0|7.0|5.6|333.0|576.0|436.8|7.0|7.0|7.0|510.0|512.0|511.0|3.0|5.0|4.0|256.0|409.0|333.2|8.0|10.0|9.0|591.0|780.0|693.2|3.0|7.0|5.0|261.0|580.0|414.2|10.0|13.0|11.0|749.0|991.0|849.0|8.0|13.0|11.0|647.0|992.0|847.0||||||
Carmen / 2d Y 2b, Santa Isabel, Santiago, RM (Metropolitana)|3900|67|2|2|9.0|12.0|10.5|700.0|907.0|803.5|2.0|4.0|2.8|160.0|349.0|241.8|3.0|7.0|4.8|230.0|560.0|372.6|2.0|8.0|4.0|135.0|613.0|301.0|3.0|10.0|6.8|224.0|803.0|534.8|2.0|8.0|5.8|191.0|644.0|465.0|2.0|11.0|7.4|141.0|836.0|566.8|4.0|6.0|5.6|318.0|493.0|443.6|10.0|11.0|10.5|773.0|897.0|835.0|4.0|13.0|8.5|318.0|993.0|659.8|2.0|8.0|5.3|191.0|626.0|427.0
Ñuble, San Diego, Arturo Prat,, Franklin - Biobío, Santiago, RM (Metropolitana)|1935|32|1|1|10.0|10.0|10.0|784.0|784.0|784.0|2.0|3.0|2.8|191.0|266.0|226.0|5.0|9.0|6.2|360.0|731.0|493.2|2.0|7.0|5.0|181.0|581.0|404.2|||||||6.0|10.0|8.8|434.0|797.0|670.5|5.0|13.0|8.7|359.0|999.0|671.7|3.0|5.0|4.0|225.0|372.0|301.8|7.0|8.0|7.5|542.0|594.0|568.0|||||||13.0|13.0|13.0|997.0|997.0|997.0
Barrio Diez de Julio, Santiago, RM (Metropolitana)|3600|73|3|2|||||||2.0|4.0|3.0|137.0|339.0|238.2|5.0|12.0|8.4|391.0|898.0|648.4|5.0|6.0|5.8|380.0|503.0|465.4|6.0|11.0|8.8|500.0|825.0|682.0|5.0|7.0|5.8|375.0|565.0|452.8|9.0|12.0|9.8|683.0|923.0|765.5|9.0|11.0|10.0|681.0|886.0|774.4|||||||10.0|13.0|12.0|772.0|999.0|919.7|10.0|10.0|10.0|766.0|766.0|766.0
San Martin 870, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|1600|24|1|1|8.0|8.0|8.0|621.0|625.0|623.0|2.0|3.0|2.4|132.0|231.0|175.0|3.0|12.0|9.2|240.0|904.0|709.2|4.0|9.0|6.8|292.0|667.0|512.4|6.0|10.0|8.0|473.0|755.0|614.0|3.0|6.0|5.0|241.0|502.0|393.2|8.0|12.0|10.6|592.0|960.0|829.2|6.0|9.0|7.4|463.0|727.0|584.2|12.0|13.0|12.5|901.0|990.0|945.5|11.0|11.0|11.0|830.0|830.0|830.0||||||
Parque Almagro, Santiago, RM (Metropolitana)|2800|57|2|2|12.0|12.0|12.0|912.0|935.0|923.5|0.0|4.0|2.2|19.0|286.0|175.2|4.0|10.0|8.4|287.0|771.0|645.0|7.0|10.0|8.4|580.0|800.0|660.0|4.0|10.0|6.8|341.0|805.0|550.8|2.0|9.0|6.0|148.0|737.0|489.2|4.0|7.0|5.2|310.0|546.0|406.5|0.0|4.0|3.0|5.0|310.0|231.0|||||||4.0|11.0|7.2|288.0|851.0|556.8||||||
Avenida San Pablo, 1500, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|3700|60|2|2|6.0|10.0|8.0|495.0|744.0|619.5|0.0|3.0|1.7|10.0|223.0|139.0|3.0|10.0|7.8|211.0|774.0|596.6|2.0|7.0|4.8|149.0|579.0|382.4|4.0|8.0|6.0|330.0|625.0|477.5|3.0|6.0|4.8|219.0|505.0|363.2|7.0|11.0|10.0|563.0|881.0|780.2|6.0|8.0|7.0|434.0|653.0|546.2|11.0|12.0|11.5|872.0|961.0|916.5|10.0|10.0|10.0|801.0|801.0|801.0||||||
Avenida Santa Isabel 199, Santiago, Chile, Santa Isabel, Santiago, RM (Metropolitana)|3900|57|3|2|5.0|11.0|8.0|374.0|868.0|621.0|0.0|4.0|2.4|34.0|349.0|200.2|6.0|9.0|7.4|449.0|731.0|582.4|2.0|4.0|3.6|165.0|339.0|295.6|5.0|11.0|8.8|352.0|845.0|674.6|5.0|7.0|6.4|387.0|567.0|493.8|3.0|7.0|5.0|208.0|567.0|385.6|2.0|6.0|4.0|165.0|453.0|312.0|||||||5.0|12.0|8.3|402.0|947.0|659.0|9.0|12.0|10.0|690.0|973.0|792.7
Manuel Antonio Tocornal 601, Santiago, Chile, Santa Isabel, Santiago, RM (Metropolitana)|2661|58|2|1|||||||3.0|4.0|3.6|232.0|340.0|292.2|3.0|12.0|7.8|267.0|940.0|619.4|4.0|9.0|5.8|283.0|677.0|446.2|5.0|12.0|8.0|415.0|972.0|637.5|3.0|7.0|5.6|272.0|560.0|455.0|7.0|12.0|8.8|526.0|955.0|689.6|7.0|11.0|9.0|555.0|835.0|701.6|||||||7.0|7.0|7.0|578.0|578.0|578.0|10.0|11.0|10.5|797.0|854.0|825.5
Tarapaca/serrano, Bulnes, Santiago, RM (Metropolitana)|2100|39|1|1|7.0|11.0|9.2|561.0|889.0|739.2|2.0|5.0|3.6|150.0|367.0|275.2|3.0|7.0|4.8|221.0|509.0|376.8|5.0|8.0|6.0|354.0|612.0|474.2|7.0|12.0|9.8|527.0|966.0|759.2|5.0|8.0|6.8|370.0|641.0|521.6|3.0|6.0|4.2|267.0|502.0|343.6|2.0|3.0|2.7|160.0|271.0|229.0|4.0|10.0|8.2|345.0|803.0|658.4|8.0|11.0|9.4|631.0|866.0|739.0|6.0|12.0|9.0|439.0|933.0|686.0
Atractiva Oportunidad De Inversión Depto Studio M.irarrazaba, Barrio Diez de Julio, Santiago, RM (Metropolitana)|1350|17|1|1|10.0|10.0|10.0|748.0|750.0|749.0|2.0|3.0|2.2|118.0|259.0|165.4|7.0|12.0|10.0|518.0|949.0|788.2|5.0|6.0|5.8|378.0|502.0|460.2|9.0|9.0|9.0|705.0|705.0|705.0|7.0|10.0|8.6|519.0|763.0|655.8|4.0|11.0|7.5|337.0|895.0|616.2|3.0|6.0|4.4|246.0|461.0|353.2|||||||9.0|10.0|9.5|729.0|768.0|748.5||||||
Santa Victoria 360, Santa Isabel, Santiago, RM (Metropolitana)|3900|62|2|2|10.0|10.0|10.0|803.0|803.0|803.0|3.0|5.0|4.2|265.0|387.0|328.0|2.0|11.0|7.0|169.0|881.0|554.2|4.0|8.0|6.8|319.0|628.0|520.4|2.0|10.0|6.8|126.0|801.0|526.2|3.0|8.0|5.5|229.0|623.0|428.5|6.0|9.0|7.4|463.0|723.0|578.2|4.0|7.0|5.6|345.0|582.0|459.4|||||||10.0|12.0|11.0|764.0|949.0|857.7|8.0|12.0|10.2|596.0|910.0|795.0
